model,query_isbn,length_bucket,precision_at_10,ild
deep,9788179921623,long,0.0,0.8666666666666667
deep,9781595329141,medium,0.2,0.5111111111111111
deep,9781416505518,medium,0.4,0.8666666666666667
deep,9780671639617,short,0.0,0.9333333333333333
deep,9780142406199,short,0.6,0.6666666666666666
deep,9780060777333,long,0.6,0.6666666666666666
deep,9780786849710,short,0.2,0.8666666666666667
deep,9780060590154,long,0.5,0.7555555555555555
deep,9780553381412,medium,0.1,0.9555555555555556
deep,9780451452580,short,0.9,0.2
deep,9780007137336,medium,0.0,0.6444444444444445
deep,9780312421991,medium,0.6,0.6666666666666666
deep,9781580931861,long,0.1,0.6666666666666666
deep,9780140255256,medium,0.5,0.7555555555555555
deep,9780316159722,long,0.0,0.8666666666666667
deep,9780064405447,medium,0.5,0.7111111111111111
deep,9780553213553,medium,0.8,0.2
deep,9781893007161,long,0.3,0.8666666666666667
deep,9780618711673,medium,0.2,0.7555555555555555
deep,9780525950127,medium,0.7,0.5333333333333333
deep,9780140139976,medium,0.6,0.5333333333333333
deep,9780552998765,medium,0.0,0.7777777777777778
deep,9780451528018,short,0.6,0.6
deep,9780719045783,medium,0.0,0.8888888888888888
deep,9780156935906,short,0.0,0.37777777777777777
deep,9780521805223,long,0.2,0.7333333333333333
deep,9780765350503,long,0.7,0.5333333333333333
deep,9780802142719,medium,0.7,0.5333333333333333
deep,9780821221860,long,0.2,0.9555555555555556
deep,9780375823022,short,0.6,0.6
deep,9780380713806,long,0.3,0.9111111111111111
deep,9780743292542,medium,0.0,0.6444444444444445
deep,9780143036357,long,0.0,0.8222222222222222
deep,9780679748144,short,0.5,0.7111111111111111
deep,9780374502003,short,0.2,0.8888888888888888
deep,9780321276230,long,0.2,0.8444444444444444
deep,9780765309983,medium,0.8,0.37777777777777777
deep,9780785265436,long,0.1,0.7555555555555555
deep,9780465024964,short,0.4,0.8666666666666667
deep,9780140366600,short,0.2,0.8888888888888888
deep,9780521750844,medium,0.0,0.6444444444444445
deep,9780786702275,medium,0.1,0.7777777777777778
deep,9780060539092,long,0.0,0.5333333333333333
deep,9781401301958,long,0.9,0.2
deep,9780192834423,short,0.7,0.5333333333333333
deep,9780679734499,long,0.6,0.5333333333333333
deep,9780813520186,long,0.1,0.8
deep,9780373895205,medium,0.8,0.37777777777777777
deep,9780064472777,long,0.1,0.6666666666666666
deep,9780374526962,long,0.4,0.8
deep,9781840239249,medium,0.0,0.6666666666666666
deep,9780375832215,short,0.0,0.9777777777777777
deep,9780441009657,short,0.4,0.7333333333333333
deep,9781400040353,medium,0.8,0.37777777777777777
deep,9780811855266,medium,0.3,0.8
deep,9780006646006,long,0.2,0.6444444444444445
deep,9781413901474,short,0.0,0.8444444444444444
deep,9780393321630,medium,0.1,0.9333333333333333
deep,9780553587159,medium,0.7,0.5333333333333333
deep,9780886776619,medium,0.9,0.2
deep,9780385731058,medium,0.6,0.6444444444444445
deep,9780872200470,short,0.6,0.6444444444444445
deep,9780807555385,short,0.2,0.9333333333333333
deep,9780312311339,medium,0.1,0.9555555555555556
deep,9780760329634,long,0.0,0.9333333333333333
deep,9780099428633,medium,0.0,0.9333333333333333
deep,9780300116182,short,0.4,0.8444444444444444
deep,9780316182744,short,0.9,0.0
deep,9780671519162,short,0.7,0.5111111111111111
deep,9781892395566,medium,0.0,0.9111111111111111
deep,9780375839566,medium,0.0,0.5111111111111111
deep,9781416521075,medium,0.8,0.35555555555555557
deep,9780345464019,medium,0.9,0.2
deep,9780747267430,long,0.0,0.6666666666666666
deep,9780060192501,short,0.5,0.7555555555555555
deep,9780385495172,medium,0.3,0.9333333333333333
deep,9780446600477,short,0.5,0.35555555555555557
deep,9781563898945,medium,0.1,0.9111111111111111
deep,9780141184845,long,0.0,0.6444444444444445
deep,9781400079490,medium,0.4,0.8444444444444444
deep,9780800637149,medium,0.3,0.9333333333333333
deep,9780679725404,short,0.2,0.9555555555555556
deep,9780099453833,long,0.0,0.7777777777777778
deep,9781559210409,medium,0.8,0.37777777777777777
deep,9780743470124,medium,0.9,0.2
deep,9780679735779,medium,0.3,0.8666666666666667
deep,9780064435260,long,0.6,0.6
deep,9780743487146,short,0.7,0.5111111111111111
deep,9781844164110,medium,0.3,0.8666666666666667
deep,9780142002889,medium,0.3,0.6
deep,9780441013678,medium,0.8,0.37777777777777777
deep,9780231054751,medium,0.5,0.7555555555555555
deep,9780345472458,medium,0.8,0.37777777777777777
deep,9780425180969,medium,0.5,0.6666666666666666
deep,9784770028969,medium,0.6,0.6444444444444445
deep,9780439551892,short,0.5,0.7333333333333333
deep,9780399147319,medium,0.8,0.37777777777777777
deep,9780141026282,medium,0.6,0.6666666666666666
deep,9780020360759,long,0.6,0.6444444444444445
deep,9780618380442,medium,0.9,0.2
deep,9780679854340,medium,0.2,0.7555555555555555
deep,9780142500378,medium,0.2,0.6444444444444445
deep,9780843955002,short,0.9,0.2
deep,9780743292498,medium,0.7,0.37777777777777777
deep,9780156119078,short,0.3,0.6
deep,9781400030125,medium,0.7,0.5333333333333333
deep,9780439968089,long,0.0,0.6444444444444445
deep,9780802136688,medium,0.2,0.9111111111111111
deep,9780836218053,short,0.1,0.7777777777777778
deep,9780141439969,medium,0.7,0.37777777777777777
deep,9780440227700,medium,0.2,0.9555555555555556
deep,9780393321982,short,0.7,0.5333333333333333
deep,9780060577049,medium,0.0,0.7777777777777778
deep,9780064400961,long,0.7,0.5333333333333333
deep,9780345485250,medium,0.6,0.6666666666666666
deep,9780609801406,short,0.3,0.8
deep,9780553575651,medium,0.9,0.2
deep,9780385333511,short,0.1,0.8888888888888888
deep,9780141310695,short,0.1,0.5333333333333333
deep,9780425213384,medium,0.7,0.5111111111111111
deep,9780060834005,short,0.2,0.7555555555555555
deep,9781400077304,short,0.7,0.5333333333333333
deep,9781931082730,medium,0.0,0.7555555555555555
deep,9780345352446,long,0.0,0.8666666666666667
deep,9780374525804,short,0.9,0.2
deep,9781595821072,long,0.0,0.37777777777777777
deep,9780060930530,medium,0.8,0.37777777777777777
deep,9780553576009,short,0.8,0.37777777777777777
deep,9781557830418,medium,0.1,0.8888888888888888
deep,9781585672325,medium,0.3,0.9111111111111111
deep,9781857989342,medium,0.0,0.6444444444444445
deep,9780330332651,short,0.0,0.7555555555555555
deep,9780465069903,medium,0.4,0.8444444444444444
deep,9780785113799,medium,0.0,0.7333333333333333
deep,9780440400349,short,0.1,0.7777777777777778
deep,9780060735456,long,0.8,0.37777777777777777
deep,9780804006941,medium,0.1,0.8444444444444444
deep,9780553578973,medium,0.6,0.6
deep,9780743250443,medium,0.2,0.8444444444444444
deep,9780072920963,medium,0.0,0.7777777777777778
deep,9780099928409,medium,0.0,0.7555555555555555
deep,9780192833761,long,0.4,0.8222222222222222
deep,9780312852535,medium,1.0,0.0
deep,9780465081981,long,0.6,0.6666666666666666
deep,9781594489259,medium,0.1,0.7777777777777778
deep,9780553584530,medium,0.6,0.6666666666666666
deep,9780345436917,medium,0.8,0.37777777777777777
deep,9780738206363,short,0.4,0.7333333333333333
deep,9780807062135,medium,0.0,0.37777777777777777
deep,9780141182803,long,0.6,0.6666666666666666
deep,9781852339463,medium,0.3,0.7111111111111111
deep,9781551114125,long,0.0,0.2
deep,9780142405741,medium,0.2,0.8444444444444444
deep,9780345477521,medium,0.3,0.7777777777777778
deep,9781887368889,short,0.6,0.6666666666666666
deep,9780375714498,medium,0.0,0.8444444444444444
deep,9780836269147,short,0.3,0.8
deep,9780061030659,long,0.9,0.2
deep,9780143037835,medium,0.0,0.9111111111111111
deep,9780674018297,medium,0.0,0.7555555555555555
deep,9780743255486,long,0.2,0.8666666666666667
deep,9780787976385,long,0.5,0.7777777777777778
deep,9780446614832,long,0.8,0.35555555555555557
deep,9781890447427,short,0.7,0.5333333333333333
deep,9780486212326,short,0.7,0.5333333333333333
deep,9780439499064,long,0.0,0.7555555555555555
deep,9780385334235,medium,0.6,0.6444444444444445
deep,9781590301944,short,0.4,0.8666666666666667
deep,9781594201004,medium,0.2,0.9555555555555556
deep,9781898573456,medium,0.0,0.9555555555555556
deep,9780786812912,short,0.2,0.9555555555555556
deep,9780806115603,long,0.0,0.8444444444444444
deep,9780689718762,short,0.0,0.8
deep,9780679726487,short,0.1,0.7777777777777778
deep,9780805080513,short,0.2,0.9111111111111111
deep,9780140502879,short,0.3,0.8
deep,9780142002001,medium,0.7,0.5333333333333333
deep,9780330367349,medium,0.0,0.6666666666666666
deep,9780440229209,short,0.0,0.8222222222222222
deep,9780727861153,medium,0.7,0.5333333333333333
deep,9780099461098,short,0.0,0.7111111111111111
deep,9780553382617,medium,0.5,0.7555555555555555
deep,9780886771287,short,0.5,0.6888888888888889
deep,9780140149241,medium,0.0,0.9555555555555556
deep,9780345483898,medium,0.5,0.7777777777777778
deep,9780425212783,medium,0.7,0.5333333333333333
deep,9780330373579,long,0.0,0.8
deep,9780743269513,medium,0.3,0.6
deep,9780752851808,medium,0.0,0.7777777777777778
deep,9781416520863,medium,0.6,0.6666666666666666
deep,9780571144563,short,0.0,0.9777777777777777
deep,9780786809608,long,0.0,0.7777777777777778
deep,9780380793471,long,0.2,0.9111111111111111
deep,9781574671322,medium,0.1,0.9111111111111111
deep,9780785260059,long,0.2,0.7333333333333333
deep,9780395740101,medium,0.2,0.8444444444444444
deep,9780689845369,long,0.5,0.7777777777777778
deep,9780812927313,medium,0.0,0.8444444444444444
deep,9780679723127,short,0.0,0.6444444444444445
deep,9781857239706,long,0.0,0.6444444444444445
deep,9780099285557,long,0.0,0.0
deep,9780060773755,long,0.8,0.37777777777777777
deep,9780446604239,long,0.7,0.5333333333333333
deep,9780755305308,medium,0.0,0.5333333333333333
deep,9780156907392,short,0.6,0.6444444444444445
deep,9780670910618,medium,0.0,0.7111111111111111
deep,9781414306346,medium,0.0,0.5333333333333333
deep,9780446576987,medium,0.6,0.5111111111111111
deep,9780307236012,short,0.1,0.9777777777777777
deep,9780465017744,long,0.1,0.9111111111111111
deep,9780140449143,short,0.4,0.7555555555555555
deep,9780886776060,medium,0.6,0.6666666666666666
deep,9780061238239,medium,0.0,0.5333333333333333
deep,9781931615037,medium,0.0,0.6666666666666666
deep,9780312186883,medium,0.5,0.7555555555555555
deep,9780340774779,medium,0.0,0.5555555555555556
deep,9780679600176,short,0.5,0.7555555555555555
deep,9780805069860,long,0.8,0.37777777777777777
deep,9780802133113,medium,0.0,0.8444444444444444
deep,9780099273844,long,0.0,0.9777777777777777
deep,9781569550342,medium,0.2,0.7555555555555555
deep,9780156027915,short,0.4,0.7333333333333333
deep,9780099271499,long,0.4,0.7555555555555555
deep,9781400095285,medium,0.9,0.2
deep,9780192833006,long,0.0,0.7111111111111111
deep,9780152057084,short,0.1,0.8444444444444444
deep,9780226042756,long,0.5,0.6666666666666666
deep,9781903015070,medium,0.2,0.8444444444444444
deep,9780140275018,medium,0.6,0.6444444444444445
deep,9780553585759,medium,0.6,0.6666666666666666
deep,9780060727536,long,0.6,0.6444444444444445
deep,9781590583425,long,0.2,0.9333333333333333
deep,9780684848150,medium,0.2,0.9111111111111111
deep,9780345478252,long,0.6,0.6666666666666666
deep,9780761129585,short,0.4,0.7777777777777778
deep,9780345468031,medium,0.0,0.7777777777777778
deep,9780787960759,long,0.7,0.5333333333333333
deep,9780140189865,short,0.3,0.8666666666666667
deep,9780312274924,long,0.2,0.8444444444444444
deep,9780552153577,long,0.0,0.7111111111111111
